####################################################################################
####################################################################################
####################################################################################
###                                                                              ###
###                                                                              ###
###  LIBRARY OF TRIANGULATIONS                                                   ###
###  by Bruno Benedetti and Frank H. Lutz                                        ###
###  http://page.math.tu-berlin.de/~lutz/stellar/library_of_triangulations.html  ###
###                                                                              ###
###                                                                              ###
###  name of example:                                                            ###
###                                                                              ###
###    S_3_1000_2990                                                             ###
###                                                                              ###
###                                                                              ###
###  description:                                                                ###
###                                                                              ###
###    boundary 3-sphere of a stacked 4-polytope with 1000 vertices              ###
###                                                                              ###
###                                                                              ###
###  properties:                                                                 ###
###                                                                              ###
###    f=(1000,3990,5980,2990),                                                  ###
###    H_*=(Z,0,0,Z),                                                            ###
###    polytopal,                                                                ###
###    perfect discrete Morse vector: (1,0,0,1)                                  ###
###                                                                              ###
###                                                                              ###
###  references:                                                                 ###
###                                                                              ###
###    Folklore.                                                                 ###
###                                                                              ###
###    B. Benedetti and F. H. Lutz.                                              ###
###    Random discrete Morse theory and a new library of triangulations.         ###
###    Exp. Math. 23, 66-94 (2014).                                              ###
###                                                                              ###
###                                                                              ###
####################################################################################
####################################################################################
####################################################################################

1 2 3 4
4 6 31 464
4 6 35 354
4 6 37 198
4 6 37 280
4 6 43 137
4 6 44 159
4 6 44 173
4 6 46 292
4 6 47 252
4 6 48 318
4 6 51 329
4 6 51 569
4 6 55 143
4 6 55 292
4 6 60 114
4 6 60 546
4 6 68 104
4 6 68 354
4 6 77 866
4 6 88 162
4 6 88 868
4 6 92 137
4 6 92 148
4 6 104 114
4 6 143 504
4 6 148 856
4 6 159 225
4 6 162 599
4 6 173 259
4 6 198 329
4 6 202 856
4 6 225 318
4 6 252 599
4 6 259 464
4 6 280 284
4 6 866 868
4 7 8 59
4 7 12 275
4 7 12 649
4 7 13 122
4 7 13 199
4 7 16 254
4 7 16 466
4 7 18 127
4 7 19 339
4 7 19 988
4 7 20 47
4 7 20 122
4 7 21 123
4 7 21 442
4 7 47 77
4 7 59 254
4 7 61 199
4 7 61 649
4 7 115 573
4 7 115 892
4 7 123 988
4 7 127 442
4 7 132 182
4 7 132 936
4 7 182 812
4 7 275 892
4 7 293 339
4 7 519 573
4 7 519 812
4 8 16 580
4 8 16 759
4 8 23 189
4 8 23 814
4 8 59 759
4 8 110 193
4 8 125 193
4 8 125 582
4 8 189 681
4 8 580 582
4 12 13 402
4 12 13 520
4 12 22 29
4 12 29 177
4 12 61 70
4 12 61 649
4 12 70 224
4 12 102 177
4 12 102 520
4 12 115 275
4 12 115 701
4 12 224 402
4 13 20 283
4 13 20 305
4 13 22 24
4 13 22 206
4 13 24 31
4 13 29 407
4 13 29 670
4 13 31 414
4 13 35 60
4 13 35 445
4 13 37 305
4 13 37 424
4 13 53 395
4 13 53 414
4 13 60 546
4 13 61 314
4 13 61 486
4 13 70 462
4 13 70 514
4 13 102 891
4 13 102 915
4 13 105 371
4 13 105 445
4 13 122 283
4 13 126 206
4 13 126 401
4 13 199 486
4 13 224 402
4 13 224 823
4 13 280 424
4 13 280 711
4 13 284 711
4 13 314 710
4 13 371 395
4 13 401 670
4 13 407 915
4 13 437 823
4 13 437 951
4 13 462 710
4 13 514 951
4 13 520 891
4 16 59 254
4 16 59 759
4 16 110 289
4 16 110 949
4 16 125 484
4 16 125 580
4 16 289 655
4 16 484 655
4 18 19 40
4 18 19 185
4 18 21 127
4 18 21 362
4 18 28 40
4 18 28 241
4 18 107 163
4 18 107 337
4 18 163 241
4 18 185 362
4 18 213 692
4 19 21 123
4 19 21 185
4 19 28 247
4 19 28 588
4 19 40 247
4 19 123 988
4 19 293 339
4 19 293 397
4 19 299 588
4 20 37 305
4 20 37 530
4 20 51 719
4 20 51 969
4 20 122 283
4 20 530 969
4 20 569 719
4 21 127 483
4 21 185 362
4 21 442 483
4 22 29 216
4 22 126 206
4 22 126 978
4 22 216 324
4 22 324 978
4 23 45 471
4 23 814 958
4 24 31 702
4 24 44 63
4 24 44 702
4 24 48 63
4 28 40 279
4 28 107 600
4 28 163 241
4 28 163 281
4 28 247 279
4 28 281 600
4 28 299 833
4 28 299 890
4 28 588 890
4 29 102 407
4 29 102 618
4 29 126 216
4 29 126 401
4 29 177 618
4 29 401 670
4 31 35 87
4 31 44 702
4 31 44 914
4 31 53 414
4 31 53 560
4 31 87 443
4 31 173 398
4 31 173 944
4 31 259 464
4 31 259 944
4 31 398 597
4 31 443 648
4 31 560 648
4 31 597 914
4 35 53 87
4 35 53 105
4 35 60 68
4 35 68 979
4 35 105 918
4 35 354 979
4 35 445 918
4 37 51 198
4 37 51 530
4 37 280 424
4 40 247 279
4 43 92 137
4 44 48 63
4 44 48 159
4 44 173 398
4 44 398 597
4 44 597 914
4 46 55 534
4 46 55 612
4 46 292 612
4 47 77 643
4 47 88 96
4 47 88 162
4 47 96 643
4 47 162 999
4 47 252 999
4 48 159 932
4 48 225 318
4 48 225 932
4 51 198 329
4 51 530 969
4 51 569 719
4 53 87 443
4 53 105 371
4 53 371 663
4 53 395 663
4 53 443 560
4 55 292 612
4 60 68 772
4 60 104 183
4 60 104 561
4 60 114 505
4 60 183 260
4 60 260 346
4 60 346 772
4 60 406 540
4 60 406 561
4 60 505 896
4 60 540 896
4 61 70 314
4 61 199 487
4 61 486 487
4 68 104 183
4 68 183 260
4 68 260 848
4 68 346 772
4 68 346 848
4 68 354 979
4 70 224 437
4 70 314 462
4 70 437 514
4 77 88 147
4 77 88 866
4 77 96 643
4 77 96 972
4 77 97 919
4 77 97 972
4 77 147 919
4 88 96 798
4 88 97 446
4 88 97 809
4 88 120 446
4 88 120 652
4 88 147 809
4 88 264 798
4 88 264 845
4 88 266 652
4 88 266 845
4 88 866 868
4 96 97 817
4 96 97 972
4 96 120 264
4 96 120 817
4 96 264 798
4 97 120 446
4 97 120 817
4 97 147 809
4 97 147 919
4 102 177 618
4 102 407 915
4 102 520 891
4 104 114 406
4 104 406 561
4 105 445 918
4 107 163 281
4 107 281 600
4 107 337 373
4 107 373 379
4 107 379 822
4 107 451 822
4 110 125 193
4 110 125 775
4 110 289 775
4 114 406 505
4 115 132 381
4 115 132 605
4 115 182 478
4 115 182 598
4 115 222 237
4 115 222 258
4 115 237 409
4 115 242 396
4 115 242 576
4 115 258 478
4 115 275 892
4 115 381 574
4 115 396 574
4 115 409 576
4 115 519 573
4 115 519 598
4 115 605 899
4 120 264 266
4 120 266 652
4 125 289 484
4 125 289 775
4 125 580 582
4 126 216 973
4 126 324 973
4 126 324 978
4 127 442 483
4 132 182 222
4 132 222 237
4 132 237 242
4 132 242 381
4 132 605 826
4 132 936 964
4 148 202 856
4 159 225 932
4 162 252 599
4 162 252 999
4 173 259 944
4 182 222 258
4 182 258 478
4 182 519 737
4 182 519 812
4 182 598 737
4 199 486 487
4 213 692 785
4 213 708 740
4 213 740 785
4 216 324 973
4 224 437 823
4 237 242 409
4 242 381 396
4 242 409 576
4 260 346 848
4 264 266 845
4 280 284 711
4 289 484 655
4 299 588 890
4 314 462 710
4 337 373 399
4 337 399 783
4 337 513 783
4 371 395 1000
4 371 663 669
4 371 669 1000
4 373 379 554
4 379 451 559
4 379 451 822
4 379 456 559
4 381 396 688
4 381 574 688
4 395 663 669
4 395 669 1000
4 396 574 760
4 396 688 760
4 399 513 783
4 406 505 540
4 437 514 951
4 443 560 648
4 451 456 559
4 505 540 896
4 519 598 737
4 574 688 760
4 692 708 740
4 692 740 785
5 6 7 308
5 6 7 348
5 6 11 50
5 6 11 57
5 6 12 94
5 6 12 155
5 6 26 286
5 6 26 961
5 6 27 46
5 6 27 155
5 6 34 470
5 6 36 176
5 6 36 370
5 6 46 606
5 6 50 821
5 6 54 370
5 6 54 766
5 6 55 238
5 6 55 575
5 6 57 75
5 6 72 73
5 6 72 94
5 6 73 263
5 6 75 769
5 6 76 80
5 6 76 690
5 6 139 178
5 6 139 606
5 6 143 175
5 6 143 504
5 6 175 976
5 6 176 768
5 6 178 867
5 6 200 246
5 6 200 769
5 6 238 867
5 6 263 955
5 6 286 470
5 6 308 645
5 6 348 766
5 6 474 575
5 6 474 971
5 6 645 690
5 6 768 955
5 6 821 961
5 6 971 976
5 7 8 14
5 7 12 36
5 7 12 140
5 7 14 38
5 7 36 511
5 7 38 310
5 7 54 348
5 7 54 922
5 7 56 367
5 7 56 980
5 7 58 86
5 7 58 922
5 7 69 310
5 7 69 367
5 7 76 128
5 7 76 308
5 7 86 136
5 7 115 132
5 7 115 140
5 7 116 136
5 7 116 511
5 7 132 936
5 8 14 360
5 8 23 814
5 8 74 79
5 8 74 525
5 8 79 154
5 8 154 542
5 8 249 525
5 8 249 616
5 8 360 589
5 8 589 616
5 10 15 160
5 11 26 209
5 11 26 680
5 11 33 181
5 11 33 594
5 11 50 179
5 11 52 181
5 11 67 82
5 11 67 993
5 11 82 449
5 11 138 449
5 11 172 993
5 11 179 209
5 11 418 524
5 11 418 680
5 11 524 594
5 12 27 170
5 12 36 72
5 12 72 632
5 12 94 632
5 12 115 481
5 12 115 701
5 12 140 481
5 12 155 170
5 14 38 369
5 14 74 169
5 14 74 249
5 14 157 369
5 14 157 703
5 14 249 360
5 15 62 975
5 23 45 471
5 23 814 958
5 26 33 418
5 26 33 602
5 26 34 350
5 26 34 885
5 26 49 547
5 26 50 180
5 26 50 821
5 26 109 278
5 26 109 636
5 26 133 278
5 26 133 602
5 26 179 209
5 26 179 788
5 26 180 788
5 26 286 350
5 26 321 796
5 26 321 885
5 26 418 680
5 26 547 718
5 26 636 718
5 26 821 961
5 27 155 448
5 27 170 637
5 27 448 553
5 27 553 637
5 33 49 109
5 33 52 181
5 33 52 332
5 33 109 133
5 33 133 638
5 33 418 524
5 33 524 594
5 33 602 638
5 34 286 350
5 34 286 646
5 34 321 885
5 34 470 646
5 36 54 186
5 36 54 419
5 36 58 186
5 36 58 272
5 36 72 403
5 36 73 190
5 36 73 968
5 36 86 116
5 36 86 770
5 36 116 712
5 36 176 245
5 36 190 403
5 36 245 583
5 36 272 770
5 36 370 419
5 36 511 712
5 36 583 968
5 38 56 81
5 38 69 458
5 38 69 923
5 38 81 923
5 38 157 369
5 38 157 412
5 38 167 412
5 38 167 903
5 38 233 528
5 38 233 903
5 38 310 417
5 38 320 417
5 38 320 458
5 46 55 139
5 46 55 877
5 46 139 755
5 46 534 877
5 46 606 755
5 49 109 547
5 50 179 894
5 50 180 515
5 50 515 586
5 50 586 894
5 52 332 592
5 52 592 871
5 54 58 288
5 54 58 922
5 54 186 269
5 54 269 566
5 54 288 566
5 54 348 766
5 54 370 419
5 55 139 178
5 55 143 917
5 55 175 474
5 55 175 917
5 55 178 238
5 55 474 575
5 55 534 877
5 56 69 129
5 56 69 367
5 56 81 95
5 56 95 129
5 57 75 745
5 57 118 745
5 58 86 608
5 58 186 700
5 58 269 288
5 58 269 700
5 58 272 786
5 58 608 786
5 62 153 420
5 62 153 983
5 67 172 993
5 69 81 95
5 69 81 923
5 69 95 912
5 69 129 912
5 69 310 320
5 69 320 458
5 72 73 725
5 72 94 632
5 72 190 235
5 72 190 403
5 72 235 265
5 72 265 725
5 73 176 245
5 73 176 263
5 73 190 235
5 73 235 956
5 73 245 583
5 73 265 725
5 73 265 956
5 73 583 968
5 74 79 171
5 74 249 525
5 75 118 745
5 75 200 769
5 76 308 645
5 76 645 690
5 82 138 449
5 86 116 136
5 86 272 608
5 86 272 770
5 95 129 912
5 109 133 278
5 109 547 636
5 115 132 605
5 115 140 481
5 115 605 899
5 116 511 750
5 116 712 750
5 132 605 826
5 132 936 964
5 133 602 638
5 139 606 755
5 143 175 917
5 153 420 721
5 154 542 835
5 155 170 448
5 157 167 941
5 157 412 941
5 167 233 676
5 167 233 903
5 167 412 941
5 170 448 824
5 170 553 637
5 170 553 824
5 175 474 971
5 175 971 976
5 176 263 768
5 178 238 867
5 179 180 515
5 179 180 788
5 179 515 586
5 179 586 894
5 186 269 700
5 233 528 928
5 235 265 956
5 249 360 589
5 249 589 616
5 263 768 955
5 269 288 566
5 272 608 786
5 286 470 646
5 310 320 492
5 310 417 492
5 320 417 492
5 448 553 824
5 511 712 780
5 511 750 780
5 547 636 762
5 547 718 762
5 636 718 762
5 712 750 780
6 7 12 13
6 7 12 862
6 7 13 25
6 7 18 736
6 7 20 25
6 7 20 459
6 7 36 54
6 7 36 862
6 7 47 166
6 7 47 459
6 7 54 348
6 7 66 270
6 7 66 291
6 7 76 308
6 7 76 526
6 7 77 527
6 7 103 291
6 7 103 736
6 7 166 527
6 11 26 30
6 11 26 50
6 11 57 341
6 11 64 98
6 11 64 758
6 12 13 203
6 12 22 32
6 12 27 155
6 12 32 203
6 12 36 862
6 12 36 995
6 12 72 429
6 12 72 950
6 12 94 429
6 12 145 236
6 12 145 995
6 12 152 447
6 12 152 950
6 12 236 447
6 13 20 37
6 13 20 42
6 13 22 218
6 13 22 791
6 13 24 433
6 13 24 644
6 13 25 41
6 13 31 35
6 13 31 204
6 13 32 141
6 13 32 203
6 13 35 220
6 13 37 280
6 13 41 42
6 13 60 251
6 13 60 546
6 13 83 220
6 13 83 251
6 13 141 218
6 13 204 389
6 13 280 284
6 13 389 433
6 13 644 791
6 18 66 103
6 18 66 657
6 18 103 736
6 20 25 430
6 20 37 111
6 20 41 201
6 20 41 430
6 20 42 201
6 20 47 459
6 20 51 111
6 20 51 569
6 22 24 644
6 22 32 141
6 22 141 218
6 22 644 791
6 24 31 44
6 24 31 204
6 24 44 48
6 24 204 391
6 24 389 433
6 24 389 709
6 24 391 709
6 25 41 430
6 26 34 84
6 26 34 522
6 26 50 821
6 26 286 522
6 26 821 961
6 31 44 277
6 31 173 239
6 31 173 259
6 31 239 624
6 31 259 464
6 31 277 624
6 34 286 470
6 34 286 522
6 35 60 68
6 35 60 297
6 35 68 413
6 35 83 195
6 35 83 220
6 35 90 195
6 35 90 617
6 35 297 617
6 35 354 413
6 36 54 390
6 36 72 91
6 36 72 145
6 36 73 91
6 36 73 176
6 36 145 995
6 36 370 900
6 36 390 591
6 36 549 591
6 36 549 840
6 36 840 900
6 37 51 198
6 37 51 869
6 37 111 869
6 41 42 201
6 43 92 137
6 44 48 159
6 44 173 239
6 44 239 352
6 44 277 352
6 46 55 292
6 46 55 307
6 46 139 307
6 46 139 761
6 46 606 761
6 47 77 88
6 47 77 166
6 47 88 191
6 47 162 191
6 47 162 673
6 47 252 801
6 47 673 801
6 48 159 225
6 48 225 493
6 48 318 476
6 48 476 493
6 51 111 869
6 51 198 329
6 54 348 766
6 54 370 390
6 55 139 178
6 55 139 889
6 55 143 175
6 55 175 697
6 55 178 311
6 55 238 311
6 55 307 889
6 55 474 575
6 55 474 697
6 60 68 357
6 60 83 567
6 60 83 967
6 60 90 297
6 60 90 555
6 60 104 503
6 60 104 685
6 60 114 512
6 60 251 567
6 60 357 503
6 60 512 685
6 60 555 967
6 64 98 779
6 66 103 291
6 68 104 357
6 68 354 413
6 72 73 91
6 72 94 429
6 72 145 152
6 72 152 950
6 73 176 469
6 73 263 469
6 75 200 276
6 75 200 769
6 75 276 698
6 76 308 645
6 76 645 690
6 77 88 866
6 77 166 527
6 83 90 262
6 83 90 571
6 83 195 262
6 83 251 838
6 83 555 571
6 83 555 967
6 83 567 838
6 88 162 191
6 88 866 868
6 90 195 262
6 90 297 617
6 90 555 748
6 90 571 748
6 92 148 156
6 104 114 512
6 104 357 503
6 104 512 685
6 139 307 889
6 139 606 761
6 145 152 426
6 145 236 426
6 148 202 820
6 148 202 856
6 152 236 447
6 152 236 749
6 152 426 611
6 152 611 749
6 162 252 599
6 162 252 673
6 175 474 697
6 175 474 971
6 175 971 976
6 176 263 738
6 176 263 768
6 176 469 738
6 178 238 629
6 178 238 867
6 178 311 538
6 178 351 538
6 178 351 629
6 204 389 391
6 225 318 476
6 225 476 493
6 236 426 611
6 236 611 749
6 238 311 351
6 238 351 629
6 239 277 352
6 239 277 624
6 251 567 865
6 251 838 865
6 252 673 801
6 263 469 738
6 263 768 955
6 311 351 538
6 370 390 549
6 370 549 840
6 370 840 900
6 389 391 709
6 390 549 591
6 555 571 748
6 567 838 865
7 8 16 59
7 12 13 463
7 12 36 862
7 12 61 649
7 12 61 990
7 12 115 140
7 12 115 275
7 12 463 990
7 13 20 374
7 13 20 656
7 13 25 144
7 13 61 463
7 13 61 806
7 13 101 187
7 13 101 374
7 13 119 144
7 13 119 454
7 13 122 666
7 13 184 187
7 13 184 454
7 13 199 806
7 13 656 666
7 14 38 366
7 14 89 130
7 14 89 489
7 14 106 112
7 14 106 287
7 14 112 366
7 14 121 217
7 14 121 870
7 14 130 620
7 14 217 295
7 14 287 295
7 14 489 870
7 16 59 254
7 18 19 205
7 18 19 880
7 18 21 165
7 18 21 231
7 18 66 103
7 18 103 736
7 18 127 165
7 18 205 895
7 18 231 895
7 19 21 205
7 19 21 338
7 19 123 244
7 19 123 988
7 19 244 338
7 19 293 339
7 19 293 353
7 20 25 101
7 20 47 459
7 20 101 374
7 20 122 656
7 21 123 244
7 21 127 442
7 21 127 444
7 21 165 444
7 21 205 659
7 21 231 333
7 21 244 338
7 21 333 659
7 25 101 465
7 25 119 327
7 25 119 671
7 25 144 682
7 25 168 682
7 25 168 861
7 25 208 327
7 25 208 861
7 25 465 671
7 36 54 58
7 36 58 86
7 36 86 116
7 36 116 511
7 38 56 355
7 38 69 310
7 38 69 365
7 38 89 234
7 38 106 227
7 38 106 897
7 38 112 248
7 38 112 366
7 38 227 248
7 38 234 897
7 38 355 365
7 47 77 166
7 54 58 922
7 56 69 355
7 56 69 383
7 56 367 427
7 56 383 427
7 61 199 806
7 61 463 990
7 66 103 651
7 66 270 733
7 66 291 651
7 66 510 733
7 69 355 365
7 69 367 383
7 76 128 336
7 77 166 527
7 86 116 136
7 89 106 312
7 89 106 496
7 89 121 489
7 89 121 802
7 89 234 590
7 89 312 376
7 89 343 368
7 89 343 496
7 89 368 590
7 89 376 695
7 89 695 802
