####################################################################################
####################################################################################
####################################################################################
###                                                                              ###
###                                                                              ###
###  LIBRARY OF TRIANGULATIONS                                                   ###
###  by Bruno Benedetti and Frank H. Lutz                                        ###
###  http://page.math.tu-berlin.de/~lutz/stellar/library_of_triangulations.html  ###
###                                                                              ###
###                                                                              ###
###  name of example:                                                            ###
###                                                                              ###
###    S_3_100_4850                                                              ###
###                                                                              ###
###                                                                              ###
###  description:                                                                ###
###                                                                              ###
###    boundary 3-sphere of the cyclic 4-polytope with 100 vertices              ###
###                                                                              ###
###                                                                              ###
###  properties:                                                                 ###
###                                                                              ###
###    f=(100,4950,9700,4850),                                                   ###
###    H_*=(Z,0,0,Z),                                                            ###
###    perfect discrete Morse vector: (1,0,0,1)                                  ###
###                                                                              ###
###                                                                              ###
###  references:                                                                 ###
###                                                                              ###
###    Folklore.                                                                 ###
###                                                                              ###
###    B. Benedetti and F. H. Lutz.                                              ###
###    Random discrete Morse theory and a new library of triangulations.         ###
###    Exp. Math. 23, 66-94 (2014).                                              ###
###                                                                              ###
###                                                                              ###
####################################################################################
####################################################################################
####################################################################################

1 2 3 4
3 4 80 81
3 4 81 82
3 4 82 83
3 4 83 84
3 4 84 85
3 4 85 86
3 4 86 87
3 4 87 88
3 4 88 89
3 4 89 90
3 4 90 91
3 4 91 92
3 4 92 93
3 4 93 94
3 4 94 95
3 4 95 96
3 4 96 97
3 4 97 98
3 4 98 99
3 4 99 100
4 5 6 7
4 5 7 8
4 5 8 9
4 5 9 10
4 5 10 11
4 5 11 12
4 5 12 13
4 5 13 14
4 5 14 15
4 5 15 16
4 5 16 17
4 5 17 18
4 5 18 19
4 5 19 20
4 5 20 21
4 5 21 22
4 5 22 23
4 5 23 24
4 5 24 25
4 5 25 26
4 5 26 27
4 5 27 28
4 5 28 29
4 5 29 30
4 5 30 31
4 5 31 32
4 5 32 33
4 5 33 34
4 5 34 35
4 5 35 36
4 5 36 37
4 5 37 38
4 5 38 39
4 5 39 40
4 5 40 41
4 5 41 42
4 5 42 43
4 5 43 44
4 5 44 45
4 5 45 46
4 5 46 47
4 5 47 48
4 5 48 49
4 5 49 50
4 5 50 51
4 5 51 52
4 5 52 53
4 5 53 54
4 5 54 55
4 5 55 56
4 5 56 57
4 5 57 58
4 5 58 59
4 5 59 60
4 5 60 61
4 5 61 62
4 5 62 63
4 5 63 64
4 5 64 65
4 5 65 66
4 5 66 67
4 5 67 68
4 5 68 69
4 5 69 70
4 5 70 71
4 5 71 72
4 5 72 73
4 5 73 74
4 5 74 75
4 5 75 76
4 5 76 77
4 5 77 78
4 5 78 79
4 5 79 80
4 5 80 81
4 5 81 82
4 5 82 83
4 5 83 84
4 5 84 85
4 5 85 86
4 5 86 87
4 5 87 88
4 5 88 89
4 5 89 90
4 5 90 91
4 5 91 92
4 5 92 93
4 5 93 94
4 5 94 95
4 5 95 96
4 5 96 97
4 5 97 98
4 5 98 99
4 5 99 100
5 6 7 8
5 6 8 9
5 6 9 10
5 6 10 11
5 6 11 12
5 6 12 13
5 6 13 14
5 6 14 15
5 6 15 16
5 6 16 17
5 6 17 18
5 6 18 19
5 6 19 20
5 6 20 21
5 6 21 22
5 6 22 23
5 6 23 24
5 6 24 25
5 6 25 26
5 6 26 27
5 6 27 28
5 6 28 29
5 6 29 30
5 6 30 31
5 6 31 32
5 6 32 33
5 6 33 34
5 6 34 35
5 6 35 36
5 6 36 37
5 6 37 38
5 6 38 39
5 6 39 40
5 6 40 41
5 6 41 42
5 6 42 43
5 6 43 44
5 6 44 45
5 6 45 46
5 6 46 47
5 6 47 48
5 6 48 49
5 6 49 50
5 6 50 51
5 6 51 52
5 6 52 53
5 6 53 54
5 6 54 55
5 6 55 56
5 6 56 57
5 6 57 58
5 6 58 59
5 6 59 60
5 6 60 61
5 6 61 62
5 6 62 63
5 6 63 64
5 6 64 65
5 6 65 66
5 6 66 67
5 6 67 68
5 6 68 69
5 6 69 70
5 6 70 71
5 6 71 72
5 6 72 73
5 6 73 74
5 6 74 75
5 6 75 76
5 6 76 77
5 6 77 78
5 6 78 79
5 6 79 80
5 6 80 81
5 6 81 82
5 6 82 83
5 6 83 84
5 6 84 85
5 6 85 86
5 6 86 87
5 6 87 88
5 6 88 89
5 6 89 90
5 6 90 91
5 6 91 92
5 6 92 93
5 6 93 94
5 6 94 95
5 6 95 96
5 6 96 97
5 6 97 98
5 6 98 99
5 6 99 100
6 7 8 9
6 7 9 10
6 7 10 11
6 7 11 12
6 7 12 13
6 7 13 14
6 7 14 15
6 7 15 16
6 7 16 17
6 7 17 18
6 7 18 19
6 7 19 20
6 7 20 21
6 7 21 22
6 7 22 23
6 7 23 24
6 7 24 25
6 7 25 26
6 7 26 27
6 7 27 28
6 7 28 29
6 7 29 30
6 7 30 31
6 7 31 32
6 7 32 33
6 7 33 34
6 7 34 35
6 7 35 36
6 7 36 37
6 7 37 38
6 7 38 39
6 7 39 40
6 7 40 41
6 7 41 42
6 7 42 43
6 7 43 44
6 7 44 45
6 7 45 46
6 7 46 47
6 7 47 48
6 7 48 49
6 7 49 50
6 7 50 51
6 7 51 52
6 7 52 53
6 7 53 54
6 7 54 55
6 7 55 56
6 7 56 57
6 7 57 58
6 7 58 59
6 7 59 60
6 7 60 61
6 7 61 62
6 7 62 63
6 7 63 64
6 7 64 65
6 7 65 66
6 7 66 67
6 7 67 68
6 7 68 69
6 7 69 70
6 7 70 71
6 7 71 72
6 7 72 73
6 7 73 74
6 7 74 75
6 7 75 76
6 7 76 77
6 7 77 78
6 7 78 79
6 7 79 80
6 7 80 81
6 7 81 82
6 7 82 83
6 7 83 84
6 7 84 85
6 7 85 86
6 7 86 87
6 7 87 88
6 7 88 89
6 7 89 90
6 7 90 91
6 7 91 92
6 7 92 93
6 7 93 94
6 7 94 95
6 7 95 96
6 7 96 97
6 7 97 98
6 7 98 99
6 7 99 100
7 8 9 10
7 8 10 11
7 8 11 12
7 8 12 13
7 8 13 14
7 8 14 15
7 8 15 16
7 8 16 17
7 8 17 18
7 8 18 19
7 8 19 20
7 8 20 21
7 8 21 22
7 8 22 23
7 8 23 24
7 8 24 25
7 8 25 26
7 8 26 27
7 8 27 28
7 8 28 29
7 8 29 30
7 8 30 31
7 8 31 32
7 8 32 33
7 8 33 34
7 8 34 35
7 8 35 36
7 8 36 37
7 8 37 38
7 8 38 39
7 8 39 40
7 8 40 41
7 8 41 42
7 8 42 43
7 8 43 44
7 8 44 45
7 8 45 46
7 8 46 47
7 8 47 48
7 8 48 49
7 8 49 50
7 8 50 51
7 8 51 52
7 8 52 53
7 8 53 54
7 8 54 55
7 8 55 56
7 8 56 57
7 8 57 58
7 8 58 59
7 8 59 60
7 8 60 61
7 8 61 62
7 8 62 63
7 8 63 64
7 8 64 65
7 8 65 66
7 8 66 67
7 8 67 68
7 8 68 69
7 8 69 70
7 8 70 71
7 8 71 72
7 8 72 73
7 8 73 74
7 8 74 75
7 8 75 76
7 8 76 77
7 8 77 78
7 8 78 79
7 8 79 80
7 8 80 81
7 8 81 82
7 8 82 83
7 8 83 84
7 8 84 85
7 8 85 86
7 8 86 87
7 8 87 88
7 8 88 89
7 8 89 90
7 8 90 91
7 8 91 92
7 8 92 93
7 8 93 94
7 8 94 95
7 8 95 96
7 8 96 97
7 8 97 98
7 8 98 99
7 8 99 100
8 9 10 11
8 9 11 12
8 9 12 13
8 9 13 14
8 9 14 15
8 9 15 16
8 9 16 17
8 9 17 18
8 9 18 19
8 9 19 20
8 9 20 21
8 9 21 22
8 9 22 23
8 9 23 24
8 9 24 25
8 9 25 26
8 9 26 27
8 9 27 28
8 9 28 29
8 9 29 30
8 9 30 31
8 9 31 32
8 9 32 33
8 9 33 34
8 9 34 35
8 9 35 36
8 9 36 37
8 9 37 38
8 9 38 39
8 9 39 40
8 9 40 41
8 9 41 42
8 9 42 43
8 9 43 44
8 9 44 45
8 9 45 46
8 9 46 47
8 9 47 48
8 9 48 49
8 9 49 50
8 9 50 51
8 9 51 52
8 9 52 53
8 9 53 54
8 9 54 55
8 9 55 56
8 9 56 57
8 9 57 58
8 9 58 59
8 9 59 60
8 9 60 61
8 9 61 62
8 9 62 63
8 9 63 64
8 9 64 65
8 9 65 66
8 9 66 67
8 9 67 68
8 9 68 69
8 9 69 70
8 9 70 71
8 9 71 72
8 9 72 73
8 9 73 74
8 9 74 75
8 9 75 76
8 9 76 77
8 9 77 78
8 9 78 79
8 9 79 80
8 9 80 81
8 9 81 82
8 9 82 83
8 9 83 84
8 9 84 85
8 9 85 86
8 9 86 87
8 9 87 88
8 9 88 89
8 9 89 90
8 9 90 91
8 9 91 92
8 9 92 93
8 9 93 94
8 9 94 95
8 9 95 96
8 9 96 97
8 9 97 98
8 9 98 99
8 9 99 100
9 10 11 12
9 10 12 13
9 10 13 14
9 10 14 15
9 10 15 16
9 10 16 17
9 10 17 18
9 10 18 19
9 10 19 20
9 10 20 21
9 10 21 22
9 10 22 23
9 10 23 24
9 10 24 25
9 10 25 26
9 10 26 27
9 10 27 28
9 10 28 29
9 10 29 30
9 10 30 31
9 10 31 32
9 10 32 33
9 10 33 34
9 10 34 35
9 10 35 36
9 10 36 37
9 10 37 38
9 10 38 39
9 10 39 40
9 10 40 41
9 10 41 42
9 10 42 43
9 10 43 44
9 10 44 45
9 10 45 46
9 10 46 47
9 10 47 48
9 10 48 49
9 10 49 50
9 10 50 51
9 10 51 52
9 10 52 53
9 10 53 54
9 10 54 55
9 10 55 56
9 10 56 57
9 10 57 58
9 10 58 59
9 10 59 60
9 10 60 61
9 10 61 62
9 10 62 63
9 10 63 64
9 10 64 65
9 10 65 66
9 10 66 67
9 10 67 68
9 10 68 69
9 10 69 70
9 10 70 71
9 10 71 72
9 10 72 73
9 10 73 74
9 10 74 75
9 10 75 76
9 10 76 77
9 10 77 78
9 10 78 79
9 10 79 80
9 10 80 81
9 10 81 82
9 10 82 83
9 10 83 84
9 10 84 85
9 10 85 86
9 10 86 87
9 10 87 88
9 10 88 89
9 10 89 90
9 10 90 91
9 10 91 92
9 10 92 93
9 10 93 94
9 10 94 95
9 10 95 96
9 10 96 97
9 10 97 98
9 10 98 99
9 10 99 100
10 11 12 13
10 11 13 14
10 11 14 15
10 11 15 16
10 11 16 17
10 11 17 18
10 11 18 19
10 11 19 20
10 11 20 21
10 11 21 22
10 11 22 23
10 11 23 24
10 11 24 25
10 11 25 26
10 11 26 27
10 11 27 28
10 11 28 29
10 11 29 30
10 11 30 31
10 11 31 32
10 11 32 33
10 11 33 34
10 11 34 35
10 11 35 36
10 11 36 37
10 11 37 38
10 11 38 39
10 11 39 40
10 11 40 41
10 11 41 42
10 11 42 43
10 11 43 44
10 11 44 45
10 11 45 46
10 11 46 47
10 11 47 48
10 11 48 49
10 11 49 50
10 11 50 51
10 11 51 52
10 11 52 53
10 11 53 54
10 11 54 55
10 11 55 56
10 11 56 57
10 11 57 58
10 11 58 59
10 11 59 60
10 11 60 61
10 11 61 62
10 11 62 63
10 11 63 64
10 11 64 65
10 11 65 66
10 11 66 67
10 11 67 68
10 11 68 69
10 11 69 70
10 11 70 71
10 11 71 72
10 11 72 73
10 11 73 74
10 11 74 75
10 11 75 76
10 11 76 77
10 11 77 78
10 11 78 79
10 11 79 80
10 11 80 81
10 11 81 82
10 11 82 83
10 11 83 84
10 11 84 85
10 11 85 86
10 11 86 87
10 11 87 88
10 11 88 89
10 11 89 90
10 11 90 91
10 11 91 92
10 11 92 93
10 11 93 94
10 11 94 95
10 11 95 96
10 11 96 97
10 11 97 98
10 11 98 99
10 11 99 100
11 12 13 14
11 12 14 15
11 12 15 16
11 12 16 17
11 12 17 18
11 12 18 19
11 12 19 20
11 12 20 21
11 12 21 22
11 12 22 23
11 12 23 24
11 12 24 25
11 12 25 26
11 12 26 27
11 12 27 28
11 12 28 29
11 12 29 30
11 12 30 31
11 12 31 32
11 12 32 33
11 12 33 34
11 12 34 35
11 12 35 36
11 12 36 37
11 12 37 38
11 12 38 39
11 12 39 40
11 12 40 41
11 12 41 42
11 12 42 43
11 12 43 44
11 12 44 45
11 12 45 46
11 12 46 47
11 12 47 48
11 12 48 49
11 12 49 50
11 12 50 51
11 12 51 52
11 12 52 53
11 12 53 54
11 12 54 55
11 12 55 56
11 12 56 57
11 12 57 58
11 12 58 59
11 12 59 60
11 12 60 61
11 12 61 62
11 12 62 63
11 12 63 64
11 12 64 65
11 12 65 66
11 12 66 67
11 12 67 68
11 12 68 69
11 12 69 70
11 12 70 71
11 12 71 72
11 12 72 73
11 12 73 74
11 12 74 75
11 12 75 76
11 12 76 77
11 12 77 78
11 12 78 79
11 12 79 80
11 12 80 81
11 12 81 82
11 12 82 83
11 12 83 84
11 12 84 85
11 12 85 86
11 12 86 87
11 12 87 88
11 12 88 89
11 12 89 90
11 12 90 91
11 12 91 92
11 12 92 93
11 12 93 94
11 12 94 95
11 12 95 96
11 12 96 97
11 12 97 98
11 12 98 99
11 12 99 100
12 13 14 15
12 13 15 16
12 13 16 17
12 13 17 18
12 13 18 19
12 13 19 20
12 13 20 21
12 13 21 22
12 13 22 23
12 13 23 24
12 13 24 25
12 13 25 26
12 13 26 27
12 13 27 28
12 13 28 29
12 13 29 30
12 13 30 31
12 13 31 32
12 13 32 33
12 13 33 34
12 13 34 35
12 13 35 36
12 13 36 37
12 13 37 38
12 13 38 39
12 13 39 40
12 13 40 41
12 13 41 42
12 13 42 43
12 13 43 44
12 13 44 45
12 13 45 46
12 13 46 47
12 13 47 48
12 13 48 49
12 13 49 50
12 13 50 51
12 13 51 52
12 13 52 53
12 13 53 54
12 13 54 55
12 13 55 56
12 13 56 57
12 13 57 58
12 13 58 59
12 13 59 60
12 13 60 61
12 13 61 62
12 13 62 63
12 13 63 64
12 13 64 65
12 13 65 66
12 13 66 67
12 13 67 68
12 13 68 69
12 13 69 70
12 13 70 71
12 13 71 72
12 13 72 73
12 13 73 74
12 13 74 75
12 13 75 76
12 13 76 77
12 13 77 78
12 13 78 79
12 13 79 80
12 13 80 81
12 13 81 82
12 13 82 83
12 13 83 84
12 13 84 85
12 13 85 86
12 13 86 87
12 13 87 88
12 13 88 89
12 13 89 90
12 13 90 91
12 13 91 92
12 13 92 93
12 13 93 94
12 13 94 95
12 13 95 96
12 13 96 97
12 13 97 98
12 13 98 99
12 13 99 100
13 14 15 16
13 14 16 17
13 14 17 18
13 14 18 19
13 14 19 20
13 14 20 21
13 14 21 22
13 14 22 23
13 14 23 24
13 14 24 25
13 14 25 26
13 14 26 27
13 14 27 28
13 14 28 29
13 14 29 30
13 14 30 31
13 14 31 32
13 14 32 33
13 14 33 34
13 14 34 35
13 14 35 36
13 14 36 37
13 14 37 38
13 14 38 39
13 14 39 40
13 14 40 41
13 14 41 42
13 14 42 43
13 14 43 44
13 14 44 45
13 14 45 46
13 14 46 47
13 14 47 48
13 14 48 49
13 14 49 50
13 14 50 51
13 14 51 52
13 14 52 53
13 14 53 54
13 14 54 55
13 14 55 56
13 14 56 57
13 14 57 58
13 14 58 59
13 14 59 60
13 14 60 61
13 14 61 62
13 14 62 63
13 14 63 64
13 14 64 65
13 14 65 66
13 14 66 67
13 14 67 68
13 14 68 69
13 14 69 70
13 14 70 71
13 14 71 72
13 14 72 73
13 14 73 74
13 14 74 75
13 14 75 76
13 14 76 77
13 14 77 78
13 14 78 79
13 14 79 80
13 14 80 81
13 14 81 82
13 14 82 83
13 14 83 84
13 14 84 85
13 14 85 86
13 14 86 87
13 14 87 88
13 14 88 89
13 14 89 90
13 14 90 91
13 14 91 92
13 14 92 93
13 14 93 94
13 14 94 95
13 14 95 96
13 14 96 97
13 14 97 98
13 14 98 99
13 14 99 100
14 15 16 17
14 15 17 18
14 15 18 19
14 15 19 20
14 15 20 21
14 15 21 22
14 15 22 23
14 15 23 24
14 15 24 25
14 15 25 26
14 15 26 27
14 15 27 28
14 15 28 29
14 15 29 30
14 15 30 31
14 15 31 32
14 15 32 33
14 15 33 34
14 15 34 35
14 15 35 36
14 15 36 37
14 15 37 38
14 15 38 39
14 15 39 40
14 15 40 41
14 15 41 42
14 15 42 43
14 15 43 44
14 15 44 45
14 15 45 46
14 15 46 47
14 15 47 48
14 15 48 49
14 15 49 50
14 15 50 51
14 15 51 52
14 15 52 53
14 15 53 54
14 15 54 55
14 15 55 56
14 15 56 57
14 15 57 58
14 15 58 59
14 15 59 60
14 15 60 61
14 15 61 62
14 15 62 63
14 15 63 64
14 15 64 65
14 15 65 66
14 15 66 67
14 15 67 68
14 15 68 69
14 15 69 70
14 15 70 71
14 15 71 72
14 15 72 73
14 15 73 74
14 15 74 75
14 15 75 76
14 15 76 77
14 15 77 78
14 15 78 79
14 15 79 80
14 15 80 81
14 15 81 82
14 15 82 83
14 15 83 84
14 15 84 85
14 15 85 86
14 15 86 87
14 15 87 88
14 15 88 89
14 15 89 90
14 15 90 91
14 15 91 92
14 15 92 93
14 15 93 94
14 15 94 95
14 15 95 96
14 15 96 97
14 15 97 98
14 15 98 99
14 15 99 100
15 16 17 18
15 16 18 19
15 16 19 20
15 16 20 21
15 16 21 22
15 16 22 23
15 16 23 24
15 16 24 25
15 16 25 26
15 16 26 27
15 16 27 28
15 16 28 29
15 16 29 30
15 16 30 31
15 16 31 32
15 16 32 33
15 16 33 34
15 16 34 35
15 16 35 36
15 16 36 37
15 16 37 38
15 16 38 39
15 16 39 40
15 16 40 41
15 16 41 42
15 16 42 43
15 16 43 44
15 16 44 45
15 16 45 46
15 16 46 47
15 16 47 48
15 16 48 49
15 16 49 50
15 16 50 51
15 16 51 52
15 16 52 53
15 16 53 54
15 16 54 55
15 16 55 56
15 16 56 57
15 16 57 58
15 16 58 59
15 16 59 60
15 16 60 61
15 16 61 62
15 16 62 63
15 16 63 64
15 16 64 65
15 16 65 66
15 16 66 67
15 16 67 68
15 16 68 69
15 16 69 70
15 16 70 71
15 16 71 72
15 16 72 73
15 16 73 74
15 16 74 75
15 16 75 76
15 16 76 77
15 16 77 78
15 16 78 79
15 16 79 80
15 16 80 81
15 16 81 82
15 16 82 83
15 16 83 84
15 16 84 85
15 16 85 86
15 16 86 87
15 16 87 88
15 16 88 89
15 16 89 90
15 16 90 91
15 16 91 92
15 16 92 93
15 16 93 94
15 16 94 95
15 16 95 96
15 16 96 97
15 16 97 98
15 16 98 99
15 16 99 100
16 17 18 19
16 17 19 20
16 17 20 21
16 17 21 22
16 17 22 23
16 17 23 24
16 17 24 25
16 17 25 26
16 17 26 27
16 17 27 28
16 17 28 29
16 17 29 30
16 17 30 31
16 17 31 32
16 17 32 33
16 17 33 34
16 17 34 35
16 17 35 36
16 17 36 37
16 17 37 38
16 17 38 39
16 17 39 40
16 17 40 41
16 17 41 42
16 17 42 43
16 17 43 44
16 17 44 45
16 17 45 46
16 17 46 47
16 17 47 48
16 17 48 49
16 17 49 50
16 17 50 51
16 17 51 52
16 17 52 53
16 17 53 54
16 17 54 55
16 17 55 56
16 17 56 57
16 17 57 58
16 17 58 59
16 17 59 60
16 17 60 61
16 17 61 62
16 17 62 63
16 17 63 64
16 17 64 65
16 17 65 66
16 17 66 67
16 17 67 68
16 17 68 69
16 17 69 70
16 17 70 71
16 17 71 72
16 17 72 73
16 17 73 74
16 17 74 75
16 17 75 76
16 17 76 77
16 17 77 78
16 17 78 79
16 17 79 80
16 17 80 81
16 17 81 82
16 17 82 83
16 17 83 84
16 17 84 85
16 17 85 86
16 17 86 87
16 17 87 88
16 17 88 89
16 17 89 90
16 17 90 91
16 17 91 92
16 17 92 93
16 17 93 94
16 17 94 95
16 17 95 96
16 17 96 97
16 17 97 98
16 17 98 99
16 17 99 100
17 18 19 20
17 18 20 21
17 18 21 22
17 18 22 23
17 18 23 24
17 18 24 25
17 18 25 26
17 18 26 27
17 18 27 28
17 18 28 29
17 18 29 30
17 18 30 31
17 18 31 32
17 18 32 33
17 18 33 34
17 18 34 35
17 18 35 36
17 18 36 37
17 18 37 38
17 18 38 39
17 18 39 40
17 18 40 41
17 18 41 42
17 18 42 43
17 18 43 44
17 18 44 45
17 18 45 46
17 18 46 47
17 18 47 48
17 18 48 49
17 18 49 50
17 18 50 51
17 18 51 52
17 18 52 53
17 18 53 54
17 18 54 55
17 18 55 56
17 18 56 57
17 18 57 58
17 18 58 59
17 18 59 60
17 18 60 61
17 18 61 62
17 18 62 63
17 18 63 64
17 18 64 65
17 18 65 66
17 18 66 67
17 18 67 68
17 18 68 69
17 18 69 70
17 18 70 71
17 18 71 72
17 18 72 73
17 18 73 74
17 18 74 75
17 18 75 76
17 18 76 77
17 18 77 78
17 18 78 79
17 18 79 80
17 18 80 81
17 18 81 82
17 18 82 83
17 18 83 84
17 18 84 85
17 18 85 86
17 18 86 87
17 18 87 88
17 18 88 89
17 18 89 90
17 18 90 91
17 18 91 92
17 18 92 93
17 18 93 94
17 18 94 95
17 18 95 96
17 18 96 97
17 18 97 98
17 18 98 99
